Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2XU0oxnq2qxCpomAAuJY8K,"Dance Monkey","Dance Monkey (Stripped Back) / Dance Monkey","Tones And I",2019-10-17,209438,77,,2020-11-27T10:41:18Z,"","Elektra (NEK)",0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,4
spotify:track:0nbXyq5TXYPCO7pr3N8S4I,"The Box","Please Excuse Me for Being Antisocial","Roddy Ricch",2019-12-06,196652,84,,2020-11-27T10:41:18Z,"melodyjny rap","Atlantic Records",0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,4
spotify:track:4TnjEaWOeW0eKTKIEvJyCa,"Falling","Falling","Trevor Daniel",2018-10-05,159381,4,,2020-11-27T10:41:18Z,"","Alamo Records",0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,4
spotify:track:24Yi9hE78yPEbZ4kxyoXAI,"Roses - Imanbek Remix","Roses (Imanbek Remix)","SAINt JHN,Imanbek",2019-10-09,176840,78,,2020-11-27T10:41:18Z,"slap house","Columbia/B1 Recordings",0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,4
spotify:track:7eBYMVok43QesT0KnuIkjn,"BUBBLETEA","ROMANTIC PSYCHO","Quebonafide,Duit,Daria Zawiałow",2020-04-02,284000,0,,2020-11-27T10:41:18Z,"","QueQuality",0.664,0.739,9,-7.207,0,0.207,0.541,0,0.139,0.438,98.091,4
spotify:track:2YpeDb67231RjR0MgVLzsG,"Old Town Road (feat. Billy Ray Cyrus) - Remix","7","Lil Nas X,Billy Ray Cyrus",2019-06-21,157066,77,,2020-11-27T10:41:18Z,"","Columbia",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4
spotify:track:3TjE3A8tLih7KBwKJ03Htl,"New Vibe Who Dis (feat. Little League)","New Vibe Who Dis (feat. Little League)","Madison Mars,Little League",2019-08-23,191500,48,,2020-11-27T10:41:18Z,"future house","Spinnin' Records",0.699,0.933,10,-3.504,0,0.175,0.16,0.00000562,0.196,0.646,123.91,4
spotify:track:3H7ihDc1dqLriiWXwsc2po,"Breaking Me","Breaking Me","Topic,A7S",2019-12-19,166793,76,,2020-11-27T10:41:18Z,"","Virgin",0.789,0.72,8,-5.652,0,0.218,0.223,0,0.129,0.664,122.031,4
spotify:track:2I3JOuGNK186eYoKC9JPEw,"Zachód","Zachód","Meek,Oh Why?,Sarsa,Hyper Son",2019-11-21,228029,0,,2020-11-27T10:41:18Z,"","Asfalt Records Sp. z o.o",0.418,0.536,10,-8.171,0,0.11,0.345,0,0.086,0.287,88.933,4
spotify:track:0sf12qNH5qcw8qpgymFOqD,"Blinding Lights","Blinding Lights","The Weeknd",2019-11-29,201573,25,,2020-11-27T10:41:18Z,"","Republic Records",0.512,0.796,1,-4.075,1,0.0645,0.00147,0.000209,0.0938,0.344,171.014,4
spotify:track:7eJMfftS33KTjuF7lTsMCx,"death bed (coffee for your head)","death bed (coffee for your head)","Powfu,beabadoobee",2020-02-08,173333,84,,2020-11-27T10:41:18Z,"bedroom pop","Columbia",0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,4
spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc,"Life Is Good (feat. Drake)","Life Is Good (feat. Drake)","Future,Drake",2020-01-10,237735,75,,2020-11-27T10:41:18Z,"rap","Epic/Freebandz",0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,4
spotify:track:3tcnMNYokVaRHP1b3xJrOK,"JESIEŃ","JESIEŃ","Quebonafide,Natalia Szroeder",2020-02-11,213782,32,,2020-11-27T10:41:18Z,"","QueQuality",0.807,0.618,9,-6.798,1,0.174,0.0992,0.00634,0.0847,0.378,97.006,4
spotify:track:3YO5XA7Bdi2qDHNVmVfLLW,"Szampan","Szampan","sanah",2020-01-03,200086,42,,2020-11-27T10:41:18Z,"","Universal Music Polska Sp. z o.o. (Magic Records)",0.684,0.676,1,-6.669,0,0.0268,0.0159,0,0.272,0.674,129.977,4
spotify:track:78L2RUFISfqkmZMTCLYQJC,"100 dni do matury","100 dni do matury","Mata,Ezra Williams,Sarcastic Sounds",2020-01-17,301573,2,,2020-11-27T10:41:18Z,"bedroom pop","SBM Label",0.687,0.828,6,-7.911,0,0.457,0.523,0,0.34,0.0987,159.933,4
spotify:track:7qEHsqek33rTcFNT9PFqLf,"Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,88,,2020-11-27T10:41:18Z,"soft pop","Vertigo Berlin",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
spotify:track:0bMbDctzMmTyK2j74j3nF3,"Alone, Pt. II","Alone, Pt. II","Alan Walker,Ava Max",2019-12-27,179052,72,,2020-11-27T10:41:18Z,"","Kreatell Music",0.67,0.668,3,-4.306,0,0.0422,0.536,0,0.133,0.608,88.033,4
