Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2374M0fQpWi3dLnB54qaLX,"Africa","Toto IV","TOTO",1982-04-08,295893,89,,2020-11-27T11:24:24Z,"soft rock","Columbia",0.671,0.373,9,-18.064,1,0.0323,0.257,0.0000801,0.0481,0.732,92.718,4
spotify:track:3jMy7ITBiLgVwC15RBK9Hp,"Once Upon a December","Anastasia (Original Broadway Cast Recording)","Christy Altomare",2017-06-09,179840,0,,2020-11-27T11:24:24Z,"musicale","Broadway Records",0.166,0.288,11,-12.45,0,0.0389,0.917,0.0000189,0.0889,0.0748,174.166,4
spotify:track:7DFNE7NO0raLIUbgzY2rzm,"Let Her Go","All The Little Lights","Passenger",2012-11-05,252866,4,,2020-11-27T11:24:24Z,"folk-pop","Sony Music Entertainment",0.509,0.538,7,-7.335,1,0.0572,0.385,0,0.104,0.244,75.089,4
spotify:track:3ZANhMw1Srihi7p7KBp2Rh,"A Thousand and One Nights","Twisted (Original StarKid Cast Recording)","Original StarKid Cast of Twisted,Meredith Stepien,Dylan Saunders",2013-12-31,244518,34,,2020-11-27T11:24:24Z,"musicale","StarKid Productions",0.429,0.285,1,-12.879,1,0.0404,0.631,0,0.0995,0.322,80.155,4
spotify:track:3lWzVNe1yFZlkeBBzUuZYu,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Bella Ciao (Música Original de la Serie la Casa de Papel/ Money Heist)","Manu Pilas",2018-04-20,139844,72,,2020-11-27T11:24:24Z,"","Atresmúsica distributed by Altafonte",0.46,0.564,9,-10.329,0,0.0343,0.538,0,0.191,0.962,135.178,5
spotify:track:3Gy1QoizZmBERRGL6m3qv2,"Revenge Is Gonna Be Mine","Once Upon a Time: The Musical Episode (Original Television Soundtrack)","Colin O'Donoghue,Pirates",2017-05-05,154985,45,,2020-11-27T11:24:24Z,"","Walt Disney Records",0.631,0.658,9,-5.82,1,0.0478,0.513,0,0.341,0.781,85.023,4
spotify:track:4pMGpkuRYQqvSw6BPhRfm8,"Wicked Always Wins","Once Upon a Time: The Musical Episode (Original Television Soundtrack)","Rebecca Mader",2017-05-05,191894,41,,2020-11-27T11:24:24Z,"","Walt Disney Records",0.409,0.475,9,-8.08,1,0.0393,0.453,0,0.152,0.285,163.824,4
spotify:track:1gilgPrTkkZTp09Xf8zCmK,"The Next Right Thing","Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition)","Kristen Bell",2019-11-15,216773,63,,2020-11-27T11:24:24Z,"","Walt Disney Records",0.301,0.119,0,-14.256,0,0.0467,0.839,0.0000159,0.385,0.146,166.965,4
spotify:track:0OVGOQIm3nefxRUxsZrSQ1,"Zrobie z was mezczyzn","Mulan (Muzyka z filmu)","MacIej Moleda,Chór Meski",2003-01-01,201038,47,,2020-11-27T11:24:24Z,"","EMI Marketing",0.642,0.584,7,-9.181,1,0.0368,0.0838,0,0.0916,0.455,113.984,4
spotify:track:3KTi7uHgXVmlbcX5OWHPZr,"Ani Słowa - z filmu „Herkules”/Ścieżka dźwiękowa polskiej wersji","The Best Disney... Ever! (4 Vol.)","Natalia Kukulska",2011-01-01,140080,27,,2020-11-27T11:24:24Z,"","Walt Disney Records",0.524,0.667,0,-7.284,1,0.0509,0.409,0,0.162,0.273,121.472,4
spotify:track:1TfqLAPs4K3s2rJMoCokcS,"Sweet Dreams (Are Made of This) - 2005 Remaster","Sweet Dreams (Are Made Of This)","Eurythmics,Annie Lennox,Dave Stewart",1983-01-04,216933,85,,2020-11-27T11:24:24Z,"nowa fala,synthpop","RCA Records Label",0.692,0.711,0,-7.498,0,0.0317,0.225,0,0.12,0.875,125.135,4
spotify:track:6fRmmcYP9h2DgqcufEMj6x,"Country Roads","Country Roads","Peter Hollens",2018-11-03,161158,44,,2020-11-27T11:24:24Z,"","One Voice ProductiOns, LLC",0.481,0.531,7,-7.502,1,0.0331,0.762,0,0.111,0.424,81.998,4
