Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6PpryYK6MtdDWoeGs67f39,"There Are Other Ways","EPIC: The Circe Saga (Official Concept Album)","Jorge Rivera-Herrans,Talya Sindel,Cast of EPIC: The Musical",2024-02-14,207360,75,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.454,0.5,0,-4.783,0,0.0407,0.458,0,0.0899,0.571,120.421,4
spotify:track:3MfTo3Q0ZCrhCsQJZ8u6iZ,"Done For","EPIC: The Circe Saga (Official Concept Album)","Jorge Rivera-Herrans,Talya Sindel",2024-02-14,147000,75,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.633,0.558,11,-6.375,0,0.493,0.511,0,0.116,0.36,159.999,4
spotify:track:2cKEla5yiK5J6XVeMv9nEo,"Puppeteer","EPIC: The Circe Saga (Official Concept Album)","Jorge Rivera-Herrans,Armando Julián,Talya Sindel,Cast of EPIC: The Musical",2024-02-14,249702,74,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.674,0.778,2,-4.883,1,0.323,0.487,0,0.458,0.436,112.167,4
spotify:track:11u4Q89CWq1R3RKpiIFDz2,"Keep Your Friends Close","EPIC: The Ocean Saga (Official Concept Album)","Jorge Rivera-Herrans,Cast of EPIC: The Musical,Kira Stone,Anna Lea,Miguel Veloso,Armando Julián,Steven Rodriguez",2023-12-25,247500,75,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.436,0.633,8,-6.519,1,0.195,0.502,0,0.183,0.324,79.95,4
spotify:track:1P6qJ2YZjVlsxO8JMiYUqw,"Wouldn't You Like","EPIC: The Circe Saga (Official Concept Album)","Jorge Rivera-Herrans,TROY,Cast of EPIC: The Musical",2024-02-14,174040,76,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.74,0.642,7,-5.548,0,0.115,0.548,0,0.114,0.528,97.999,4
spotify:track:3rmo8F54jFF8OgYsqTxm5d,"Bad Habits","=","Ed Sheeran",2021-10-25,230746,84,,1970-01-01T00:00:00Z,"soft pop","Atlantic Records UK",0.807,0.893,11,-3.745,0,0.0347,0.0451,0.0000279,0.366,0.537,126.011,4
spotify:track:4cluDES4hQEUhmXj6TXkSo,"What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,87,,1970-01-01T00:00:00Z,"","Syco Music UK",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
spotify:track:2iUmqdfGZcHIhS3b9E9EWq,"Everybody Talks","Picture Show","Neon Trees",2012-01-01,177280,82,,1970-01-01T00:00:00Z,"","Mercury Records",0.471,0.924,8,-3.906,1,0.0584,0.00301,0,0.313,0.716,154.962,4
spotify:track:5w4DNXyuAZhUO4y3erBg9G,"Ruthlessness","EPIC: The Ocean Saga (Official Concept Album)","Jorge Rivera-Herrans,Cast of EPIC: The Musical,Steven Rodriguez",2023-12-25,262555,75,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.567,0.754,4,-5.58,0,0.172,0.0809,0,0.397,0.282,135.333,4
spotify:track:5gC2gJLfv8VZjePQXWZh7j,"The Secret History","Kerry Muzzey: The Architect","Kerry Muzzey,Andrew Skeet,The Chamber Orchestra Of London",2014-08-26,302095,60,,1970-01-01T00:00:00Z,"","Kirbyko Music LLC",0.228,0.22,3,-14.03,0,0.0357,0.893,0.156,0.119,0.0382,124.006,4
spotify:track:5zA8vzDGqPl2AzZkEYQGKh,"Uptown Girl","An Innocent Man","Billy Joel",1983-08-08,197706,85,,1970-01-01T00:00:00Z,"soft rock","Columbia",0.701,0.944,4,-2.986,1,0.0455,0.0755,0,0.601,0.792,128.993,4
spotify:track:7yq4Qj7cqayVTp3FF9CWbm,"Riptide","Dream Your Life Away","Vance Joy",2014-09-08,204280,84,,1970-01-01T00:00:00Z,"folk-pop","F-Stop Records/Atlantic",0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,4
spotify:track:4EXwXh99qHAObiMKu9p222,"Luck Runs Out","EPIC: The Ocean Saga (Official Concept Album)","Jorge Rivera-Herrans,Cast of EPIC: The Musical,Armando Julián",2023-12-25,181333,73,,1970-01-01T00:00:00Z,"musicale","Winion Entertainment LLC",0.697,0.637,8,-8.185,1,0.0822,0.722,0,0.119,0.446,135.108,4
spotify:track:6dgUya35uo964z7GZXM07g,"Nonsense","emails i can't send","Sabrina Carpenter",2022-07-15,163648,88,,1970-01-01T00:00:00Z,"","Island Records",0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4
spotify:track:452KBpASS5lZLeJWX9Ixub,"Jailhouse Rock","Platinum - A Life In Music","Elvis Presley",1997-07-15,146933,73,,1970-01-01T00:00:00Z,"rockabilly,rock and roll","RCA Records Label",0.623,0.537,10,-10.014,0,0.0726,0.332,0.000014,0.0963,0.905,166.885,4
spotify:track:3dYD57lRAUcMHufyqn9GcI,"Take Me To Church","Hozier","Hozier",2014-09-19,241688,86,,1970-01-01T00:00:00Z,"","Universal-Island Records Ltd.",0.575,0.664,4,-5.303,0,0.0481,0.637,0,0.116,0.437,129.071,4
