Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5Cnv7K9MEezYYSvxqbNioq,"Ostatni","DOPEHOUSE MIXTAPE","Gibbs,JANEK.,DOPEHOUSE",2022-08-25,230012,63,,1970-01-01T00:00:00Z,"","DOPEHOUSE",0.679,0.544,0,-11.226,1,0.0866,0.574,0,0.0979,0.299,101.967,4
spotify:track:30r5RN2yGoKzanggEzqrzM,"Fluid","Fluid","ReTo,Wroobel",2023-10-04,142205,56,,1970-01-01T00:00:00Z,"","spacerange",0.765,0.578,8,-8.178,1,0.0815,0.199,0.00000112,0.222,0.575,137.996,4
spotify:track:0gj0afh4abWrCkp3wg1b4A,"AEZAKMI","AEZAKMI","ReTo,Wroobel",2023-11-23,139300,42,,1970-01-01T00:00:00Z,"","spacerange",0.785,0.645,0,-8.326,1,0.19,0.149,0.0000274,0.29,0.592,142.984,3
spotify:track:7oklOOtJdMBcwywq0csVzQ,"Diamond Fetish","Kukonozaur Mixtape Mood","Kukon,Gibbs",2022-06-23,162500,54,,1970-01-01T00:00:00Z,"","Piękny Syf",0.751,0.546,2,-9.213,0,0.387,0.573,0,0.123,0.606,120.071,4
spotify:track:07Agqdd4SD83JRgN19OjdW,"Magenta","Muzyka współczesna","Pezet,Auer",2019-09-27,200333,66,,1970-01-01T00:00:00Z,"","Pezet",0.742,0.842,2,-6.421,1,0.225,0.519,0.00000728,0.124,0.564,132.996,4
spotify:track:4GoDN5dPdSQbAOwTt1y9F3,"Nicea","PROXL3M","PRO8L3M",2023-11-30,217706,64,,1970-01-01T00:00:00Z,"","2020",0.746,0.702,2,-5.488,1,0.289,0.251,0,0.132,0.431,130.036,4
spotify:track:7sjusRh3o5hBulm8qj6t60,"Meow","Nowy Pop","Beteo,ReTo",2018-10-26,187013,0,,1970-01-01T00:00:00Z,"","SBM Label",0.756,0.751,1,-7.42,1,0.134,0.588,0.00000425,0.137,0.631,98.952,4
spotify:track:2YiFviFOXjUttXQPOiqCJF,"lokomotywa","Organic Human","Kukon,Faustyna Maciejczuk,graver",2024-02-15,166666,56,,1970-01-01T00:00:00Z,"","ROUGH N' GENTLE",0.704,0.635,7,-7.352,1,0.337,0.681,0.00000273,0.11,0.297,179.921,4
spotify:track:5A8iBmkUnNlKW5MLgaDyIb,"Cinema City","Cinema City","Gibbs",2021-04-08,198000,60,,1970-01-01T00:00:00Z,"","QueQuality",0.672,0.531,4,-8.116,0,0.102,0.723,0.000577,0.0832,0.432,97.075,4
spotify:track:2HTqkC3N9mf5rD1z8Vds1a,"WTC","PLEŚŃ","Guzior",2020-12-04,124000,52,,1970-01-01T00:00:00Z,"","QueQuality",0.671,0.662,6,-7.189,0,0.112,0.5,0,0.115,0.216,126.462,4
