Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6q1rrm0WTob1SQMa6okAFw,"dddd","Hample","Favst,Gibbs",2021-12-10,175493,54,,1970-01-01T00:00:00Z,"","QueQuality",0.73,0.771,4,-6.035,1,0.121,0.451,0.00000304,0.73,0.784,90.021,4
spotify:track:4BgTgPsNeDz2KG4QsshjL9,"BLUEBERRY","PLEŚŃ","Guzior,Favst",2020-12-04,176000,61,,1970-01-01T00:00:00Z,"","QueQuality",0.717,0.725,6,-6.287,0,0.162,0.467,0,0.0987,0.645,119.926,4
spotify:track:2lpUjoxvJ86dhW7NBzPiWR,"Dziewczyna z Biblioteki","Kraków, Marzec 2020","Kukon,Ka-Meal",2020-09-25,164500,54,,1970-01-01T00:00:00Z,"","Sony Music Entertainment",0.645,0.502,8,-11.28,0,0.309,0.258,0.000105,0.135,0.517,85.023,4
spotify:track:587cqsKfA9VfAZeMU0fHmU,"Kiedy Złamiesz Serce Mi","So Dope!","Trill Pem,Kubi Producent",2020-05-14,157500,55,,1970-01-01T00:00:00Z,"","Universal Music Polska Sp. z o.o.",0.591,0.641,2,-6.939,1,0.242,0.248,0.0000458,0.252,0.116,160.034,4
spotify:track:2HTqkC3N9mf5rD1z8Vds1a,"WTC","PLEŚŃ","Guzior",2020-12-04,124000,52,,1970-01-01T00:00:00Z,"","QueQuality",0.671,0.662,6,-7.189,0,0.112,0.5,0,0.115,0.216,126.462,4
spotify:track:11Z7oHnQzt8iwfkQwHZ70I,"Piękny Świat","DOPEHOUSE MIXTAPE","Gibbs,Kiełas",2022-08-25,233425,66,,1970-01-01T00:00:00Z,"","DOPEHOUSE",0.509,0.765,4,-9.142,0,0.0763,0.0703,0.000504,0.164,0.274,90.356,4
spotify:track:260GY4QuycIf7IFPVrUewf,"Kocham Cię","Piękny ból","Kukon",2018-09-08,187359,51,,1970-01-01T00:00:00Z,"","Soul Records",0.698,0.72,10,-8.828,0,0.246,0.042,0,0.0675,0.361,91.961,4
spotify:track:0X1u5nJ5DOVWt3kXAs7X2o,"Usta","JUNIPER","przyłu",2020-05-22,230400,60,,1970-01-01T00:00:00Z,"","QueQuality",0.744,0.566,3,-5.824,0,0.161,0.363,0,0.108,0.363,99.946,4
spotify:track:4pRmXzB5gkQXkfEOLfwJQx,"FALA","PLEŚŃ","Guzior,Oskar83",2020-12-04,256000,64,,1970-01-01T00:00:00Z,"","QueQuality",0.796,0.667,4,-5.512,0,0.279,0.356,0,0.146,0.139,119.958,4
spotify:track:6xwh6VANNyDYW0sXfA4dhA,"Iluzja","Iluzja","Kacper HTA,Gibbs",2019-05-31,220000,58,,1970-01-01T00:00:00Z,"","GHETTO MUSIC",0.678,0.378,4,-11.522,1,0.282,0.475,0.0000463,0.143,0.303,119.962,3
